patch_slug,patch_name,source_url,source_kind,item_index,item_type,section_h2,section_h3,section_h4,text
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,215,li,PATCH NOTES,WEAPONS,,Damage increased to 15 (was 11)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,216,li,PATCH NOTES,WEAPONS,,Pellet count reduced to 6 (was 8)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,217,h4,PATCH NOTES,WEAPONS,Old,Old
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,219,h4,PATCH NOTES,WEAPONS,New,New
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,221,p,PATCH NOTES,WEAPONS,New,Dev Note: Shotguns have been feeling inconsistent lately so we’re taking a swing at improving that consistency without just cranking the total damage up. Reducing pellet count and increasing the per pellet damage should increase the average damage dealt.
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,222,p,PATCH NOTES,WEAPONS,New,Peacekeeper
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,223,li,PATCH NOTES,WEAPONS,New,Damage increased per pellet to 11 (was 9)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,224,li,PATCH NOTES,WEAPONS,New,Pellet count reduced to 9 (was 11)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,225,li,PATCH NOTES,WEAPONS,New,Blast pattern shape changed
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,226,h4,PATCH NOTES,WEAPONS,Old,Old
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,228,h4,PATCH NOTES,WEAPONS,New,New
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,230,p,PATCH NOTES,WEAPONS,New,R-301
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,231,li,PATCH NOTES,WEAPONS,New,Magazine size changes Base: 21(was 18) White: 23 (was 20) Blue 28: (was 25) Purple/Gold: 31 (was 28)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,232,li,PATCH NOTES,WEAPONS,New,Base: 21(was 18)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,233,li,PATCH NOTES,WEAPONS,New,White: 23 (was 20)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,234,li,PATCH NOTES,WEAPONS,New,Blue 28: (was 25)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,235,li,PATCH NOTES,WEAPONS,New,Purple/Gold: 31 (was 28)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,236,p,PATCH NOTES,WEAPONS,New,RE-45
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,237,li,PATCH NOTES,WEAPONS,New,Magazine size changes Base: 18 (was 16) White: 20 (was 19) Blue: 23 (was 22) Purple/Gold: 26 (was 25)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,238,li,PATCH NOTES,WEAPONS,New,Base: 18 (was 16)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,239,li,PATCH NOTES,WEAPONS,New,White: 20 (was 19)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,240,li,PATCH NOTES,WEAPONS,New,Blue: 23 (was 22)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,241,li,PATCH NOTES,WEAPONS,New,Purple/Gold: 26 (was 25)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,242,p,PATCH NOTES,WEAPONS,New,Rampage
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,243,li,PATCH NOTES,WEAPONS,New,Increase projectile size while Revved Up
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,244,h3,PATCH NOTES,LEGENDS,,LEGENDS
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,245,p,PATCH NOTES,LEGENDS,,New Class Perks + Adjustments
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,246,li,PATCH NOTES,LEGENDS,,Controller Legends Class Perk - Zone Overcharge: extra shield capacity when playing in zone (see above) QoL - Remote Pick-Up: remotely pick-up their undamaged Tacticals by looking back at them and pressing a button (see above)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,247,li,PATCH NOTES,LEGENDS,,Class Perk - Zone Overcharge: extra shield capacity when playing in zone (see above)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,248,li,PATCH NOTES,LEGENDS,,QoL - Remote Pick-Up: remotely pick-up their undamaged Tacticals by looking back at them and pressing a button (see above)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,249,li,PATCH NOTES,LEGENDS,,Recon Legends Class Perk - Threat Vision: gain threat vision when aiming down sights (see above) Survey Beacons: multiple updates (see above)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,250,li,PATCH NOTES,LEGENDS,,Class Perk - Threat Vision: gain threat vision when aiming down sights (see above)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,251,li,PATCH NOTES,LEGENDS,,Survey Beacons: multiple updates (see above)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,252,p,PATCH NOTES,LEGENDS,,Alter
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,253,li,PATCH NOTES,LEGENDS,,"Void Nexus Channel time when knocked decreased to 2s (was 3s) Chase portal duration decreased 8s (was 10s) Chase portal opening delay increased to 8s (was 6s) Increased travel speed to void nexus by about 40% (was 1800) Ult cooldown reduced to 3 min (was 3.5m) When knocked, you can travel to a friendly Void Nexus without looking at it by pressing character action (H key/D-pad down)"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,254,li,PATCH NOTES,LEGENDS,,Channel time when knocked decreased to 2s (was 3s)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,255,li,PATCH NOTES,LEGENDS,,Chase portal duration decreased 8s (was 10s)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,256,li,PATCH NOTES,LEGENDS,,Chase portal opening delay increased to 8s (was 6s)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,257,li,PATCH NOTES,LEGENDS,,Increased travel speed to void nexus by about 40% (was 1800)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,258,li,PATCH NOTES,LEGENDS,,Ult cooldown reduced to 3 min (was 3.5m)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,259,li,PATCH NOTES,LEGENDS,,"When knocked, you can travel to a friendly Void Nexus without looking at it by pressing character action (H key/D-pad down)"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,260,p,PATCH NOTES,LEGENDS,,"Dev Note: When you're knocked, you're at your most vulnerable and taking time to locate an object in the world and look at it for a period of time with no way to defend yourself is both challenging and risky. These changes should make it easier for a knocked teammate to safely use the Void Nexus, and allow you to reset your squad quicker and more safely."
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,261,li,PATCH NOTES,LEGENDS,,Removed option to press character action to destroy your own Void Nexus (H key/D-pad down)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,262,p,PATCH NOTES,LEGENDS,,"Dev note: It was a common misconception that destroying your own void nexus prevented people from following you. In actuality, it only prevented your teammates from using it. This feature was intended to be used only when Alter felt its placement was unsafe. In practice though, it was rarely used this way and mostly resulted in Alter destroying her own Void Nexus when trying to thank her teammates."
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,263,li,PATCH NOTES,LEGENDS,,Upgrades: Level 2 Ult Cooldown: removed ( Level 2 ) NEW Ringmaster: gain access to Ring Consoles
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,264,li,PATCH NOTES,LEGENDS,,Ult Cooldown: removed ( Level 2 )
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,265,li,PATCH NOTES,LEGENDS,,NEW Ringmaster: gain access to Ring Consoles
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,266,p,PATCH NOTES,LEGENDS,,Ballistic
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,267,li,PATCH NOTES,LEGENDS,,Whistler: lock-on time decreased to 0.1s (was 0.3s)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,268,p,PATCH NOTES,LEGENDS,,Caustic
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,269,li,PATCH NOTES,LEGENDS,,Mom! Get the camera! Friendly traps are now differentiated from enemy traps
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,271,p,PATCH NOTES,LEGENDS,,Crypto
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,272,li,PATCH NOTES,LEGENDS,,Surveillance Drone: cooldown decreased to 30s (was 40s)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,273,li,PATCH NOTES,LEGENDS,,"Upgrades NEW: It’s called Off the Grid: Crypto becomes cloaked when in drone While hidden from sight, Crypto’s cloaking will still emit a close-range cloaking sound to sus his location and ability scans will still reveal his location Threat Vision related skills will not reveal Crypto Improved Satellite Imagery: Ult now scans anyone it hits for 4s and will track through walls Quick Ping: removed, improved handling now integrated into base kit"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,274,li,PATCH NOTES,LEGENDS,,"NEW: It’s called Off the Grid: Crypto becomes cloaked when in drone While hidden from sight, Crypto’s cloaking will still emit a close-range cloaking sound to sus his location and ability scans will still reveal his location Threat Vision related skills will not reveal Crypto"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,275,li,PATCH NOTES,LEGENDS,,"While hidden from sight, Crypto’s cloaking will still emit a close-range cloaking sound to sus his location and ability scans will still reveal his location"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,276,li,PATCH NOTES,LEGENDS,,Threat Vision related skills will not reveal Crypto
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,277,li,PATCH NOTES,LEGENDS,,Improved Satellite Imagery: Ult now scans anyone it hits for 4s and will track through walls
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,278,li,PATCH NOTES,LEGENDS,,"Quick Ping: removed, improved handling now integrated into base kit"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,279,p,PATCH NOTES,LEGENDS,,"Dev note: Crypto’s upgrades were looking pretty one-sided, so we’ve made changes at both tiers to rival the dominant choices with new options that should introduce some interesting gameplay potential. Crypto’s finally going Off the Grid; which should make players feel more safe playing in the drone and the improvement to satellite imagery gives lasting potential to follow up on your successful EMP blasts. We’ve also pushed the fun of a more responsive drone into every player’s hands."
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,280,p,PATCH NOTES,LEGENDS,,Lifeline
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,281,li,PATCH NOTES,LEGENDS,,Upgrade - Gold-Plated: replaced Gold EVO Cache with Battery
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,282,p,PATCH NOTES,LEGENDS,,"Dev note: Lifeline has been showing some dominance in her recent resurgence, but the free level from the Gold EVO caches and the gold knockdown shield from her upgraded Ultimate were compounding her strength in a cheeky way; bypassing the effort to earn that final armor tier. We feel there’s enough power in guaranteeing the Gold Knockdown Shield to retain the golden girl without the free pass to max level."
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,283,p,PATCH NOTES,LEGENDS,,Rampart
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,284,li,PATCH NOTES,LEGENDS,,Sheila Ammo drains from pip charge with use Maximum number of place turrets allowed is now 1 Need 1 PIP of Ultimate change to draw or place Sheila No longer requires a full charge to equip Now uses an Ammo-Style Ultimate model
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,285,li,PATCH NOTES,LEGENDS,,Ammo drains from pip charge with use
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,286,li,PATCH NOTES,LEGENDS,,Maximum number of place turrets allowed is now 1
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,287,li,PATCH NOTES,LEGENDS,,Need 1 PIP of Ultimate change to draw or place Sheila
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,288,li,PATCH NOTES,LEGENDS,,No longer requires a full charge to equip
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,289,li,PATCH NOTES,LEGENDS,,Now uses an Ammo-Style Ultimate model
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,290,p,PATCH NOTES,LEGENDS,,"Dev note: Sheila isn’t as slept-on as she once was, but we were seeing some players struggle to micro-manage the cooldown of the Ultimate - given that you had to drain the ammo or plant it to not wind up accidentally drawing a Shiela with only a few bullets remaining. Now Sheila will work off an ammo model, similar to Vantage, and constantly refill ammo when not in use. This should let players worry less about tracking the remaining ammo in Sheila, keep the weapon in the action more reliably and allow Rampart to more freely place an extra turret for a teammate behind her walls without sacrificing her Ult."
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,291,p,PATCH NOTES,LEGENDS,,Seer
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,292,li,PATCH NOTES,LEGENDS,,Focus of Attention: healthbars persist for duration of Silence
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,293,li,PATCH NOTES,LEGENDS,,Heartbeat Sensor Passive move speed has been increased to weapon sprint speed Passive is now quieter when active
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,294,li,PATCH NOTES,LEGENDS,,Passive move speed has been increased to weapon sprint speed
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,295,li,PATCH NOTES,LEGENDS,,Passive is now quieter when active
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,296,li,PATCH NOTES,LEGENDS,,Upgrades Focus Scan: removed NEW Split Focus: gain an additional Tac charge
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,297,li,PATCH NOTES,LEGENDS,,Focus Scan: removed
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,298,li,PATCH NOTES,LEGENDS,,NEW Split Focus: gain an additional Tac charge
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,299,p,PATCH NOTES,LEGENDS,,"Dev note: In this Recon-focused season, we’re making some changes to Seer to pull back on some of the sluggish sticking points around using his passive and are adjusting his Tactical to still have a unique benefit with the addition of Player Healthbars this season. We’re also experimenting with giving Seer access to more utility with his Tactical with Split Focus. Now players will get to choose to opt into the longer range with the single all-or-nothing outcome, or gain the second charge with more chances to hit at the cost of overall silence time."
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,300,p,PATCH NOTES,LEGENDS,,Vantage
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,301,li,PATCH NOTES,LEGENDS,,Echo Relocation: no longer requires LOS to Echo to launch Can launch when LOS is blocked Can now cancel the tac mid charge Tac reticle will turn red when echo is behind you and you are launching Will slide-around boxes and geometry as best it can to reach Echo
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,302,li,PATCH NOTES,LEGENDS,,Can launch when LOS is blocked
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,303,li,PATCH NOTES,LEGENDS,,Can now cancel the tac mid charge
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,304,li,PATCH NOTES,LEGENDS,,Tac reticle will turn red when echo is behind you and you are launching
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,305,li,PATCH NOTES,LEGENDS,,Will slide-around boxes and geometry as best it can to reach Echo
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,306,li,PATCH NOTES,LEGENDS,,"Sniper’s Mark 2nd Shot Multiplier is now 2.5x (was 2x) Can hit ""Reload"" when in ult to use an Ult Accel"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,307,li,PATCH NOTES,LEGENDS,,2nd Shot Multiplier is now 2.5x (was 2x)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,308,li,PATCH NOTES,LEGENDS,,"Can hit ""Reload"" when in ult to use an Ult Accel"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,309,li,PATCH NOTES,LEGENDS,,Spotter's Lens NEW Ranged Tracking Waypoint on PING within Passive range will track enemy for 10s Will not show within 100m (for each ally individually) Recon Info added to all optics expanded passive scanning screen area to be more consistent
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,310,li,PATCH NOTES,LEGENDS,,NEW Ranged Tracking Waypoint on PING within Passive range will track enemy for 10s Will not show within 100m (for each ally individually)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,311,li,PATCH NOTES,LEGENDS,,Waypoint on PING within Passive range will track enemy for 10s
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,312,li,PATCH NOTES,LEGENDS,,Will not show within 100m (for each ally individually)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,313,li,PATCH NOTES,LEGENDS,,Recon Info added to all optics expanded passive scanning screen area to be more consistent
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,314,li,PATCH NOTES,LEGENDS,,added to all optics
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,315,li,PATCH NOTES,LEGENDS,,expanded passive scanning screen area to be more consistent
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,316,li,PATCH NOTES,LEGENDS,,Upgrade - Ult Reload: now also doubles Ult Accel use speed in addition to providing 2 extra bullets
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,317,p,PATCH NOTES,LEGENDS,,"Dev Note: Vantage has a number of improvements to her kit this season to make her more effective at what she’s meant to do. Her Ult now secures more damage against weakened prey on its follow-up shots. Her Tac is now more reliable to allow for easier to reach Echo in complex areas. And her passive has expanded to all optics, making it a useful part of her kit regardless of scope and without having to go unarmed. Additionally, her passive has a new tracking feature when pinging a target in your sights at long range—allowing Vantage and her allies to track the target at a distance more easily."
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,318,p,PATCH NOTES,LEGENDS,,Wattson
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,319,li,PATCH NOTES,LEGENDS,,Upgrades Power Pylon: now regenerates shield charge Split Current: removed Emergency Power - Added Increases Shield Regen Rate of Interception Pylon
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,320,li,PATCH NOTES,LEGENDS,,Power Pylon: now regenerates shield charge
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,321,li,PATCH NOTES,LEGENDS,,Split Current: removed
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,322,li,PATCH NOTES,LEGENDS,,Emergency Power - Added Increases Shield Regen Rate of Interception Pylon
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,323,li,PATCH NOTES,LEGENDS,,Increases Shield Regen Rate of Interception Pylon
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,324,p,PATCH NOTES,LEGENDS,,"Dev Note: While the Split Circuit upgrade harkened back to the old times and had interesting promise, most players found success bunkering around one stronger pylon, rather than trying to hold space with two and the upgrade was heavily outmatched. These changes aim to look into the shield generator aspect of Wattson’s Ult and the potential for either a faster reset or more resilient ultimate."
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,325,h3,PATCH NOTES,MAPS,,MAPS
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,326,li,PATCH NOTES,MAPS,,Pubs & Ranked Rotation Broken Moon E-District Stormpoint
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,327,li,PATCH NOTES,MAPS,,Broken Moon
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,328,li,PATCH NOTES,MAPS,,E-District
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,329,li,PATCH NOTES,MAPS,,Stormpoint
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,330,li,PATCH NOTES,MAPS,,"NEW E-District Urban island district of the city of Suotamo on Gaea Features 17 POIs Designed for verticality with areas perfect for CQC Exclusive map at launch Pubs: for the first week after launch, August 6-12 Ranked: for the first 72 hours after launch, August 6-9"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,331,li,PATCH NOTES,MAPS,,Urban island district of the city of Suotamo on Gaea
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,332,li,PATCH NOTES,MAPS,,Features 17 POIs
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,333,li,PATCH NOTES,MAPS,,Designed for verticality with areas perfect for CQC
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,334,li,PATCH NOTES,MAPS,,"Exclusive map at launch Pubs: for the first week after launch, August 6-12 Ranked: for the first 72 hours after launch, August 6-9"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,335,li,PATCH NOTES,MAPS,,"Pubs: for the first week after launch, August 6-12"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,336,li,PATCH NOTES,MAPS,,"Ranked: for the first 72 hours after launch, August 6-9"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,337,h3,PATCH NOTES,MODES,,MODES
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,338,p,PATCH NOTES,MODES,,Bot Royale
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,339,li,PATCH NOTES,MODES,,New mode for Apex’s new and learning players
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,340,li,PATCH NOTES,MODES,,Battle as a squad against a smaller lobby of enemy bot squads in a quicker version of a standard battle royale match
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,341,li,PATCH NOTES,MODES,,Game rules are the same as in standard battle royale modes
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,342,li,PATCH NOTES,MODES,,Play with Bots in your squad or bring your own Human friends
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,343,li,PATCH NOTES,MODES,,"Bot Legends: overhauled as part of Bot Royale Improvements made to pathfinding, shooting, ability deployment, and interactions with game objects Several Legends were added as Bots in Bot Royale including: Bangalore, Bloodhound, Conduit, Fuse, Gibraltar, Lifeline, Octane, Seer, Vantage, and Wraith"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,344,li,PATCH NOTES,MODES,,"Improvements made to pathfinding, shooting, ability deployment, and interactions with game objects"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,345,li,PATCH NOTES,MODES,,"Several Legends were added as Bots in Bot Royale including: Bangalore, Bloodhound, Conduit, Fuse, Gibraltar, Lifeline, Octane, Seer, Vantage, and Wraith"
